ID,FLIGHT_DATE,FLIGHT_NUMBER,CORRELATION_ID,OPERATION_TYPE,METER_ID,METER_LOCATION,METER_TYPE,METER_STATUS,METER_START_TIME,METER_START_READING,METER_STATUS,METER_END_TIME,METER_END_READING,UNIT_OF_MEASUREMENT,AEROBILL_REMARK,RECONCILIATION_REQUIRED
16898,05-06-2026,IX1039,485882,ARR,PBB13R,G13R,PBB,ON,2026-06-05 18:30:00,0,OFF,2026-06-05 19:12:00,0,NULL,,NO
16899,05-06-2026,IX1039,485852,ARR,FGP13R,G13R,FGP,ON,2026-06-05 18:31:00,1336.1,OFF,2026-06-05 18:59:00,1343.6,KWH,,NO
16900,06-06-2026,6E6279,485870,ARR,FGP12L,G12L,FGP,ON,2026-06-05 18:22:00,6529.4,OFF,2026-06-05 19:06:00,6536.5,KWH,,NO
16901,05-06-2026,6E5096,485904,ARR,PBB16,G16,PBB,ON,2026-06-05 18:45:00,0,OFF,2026-06-05 19:40:00,0,NULL,,NO
16902,05-06-2026,6E5096,485903,ARR,FGP16,G16,FGP,ON,2026-06-05 18:46:00,1280,OFF,2026-06-05 19:40:00,1298.4,KWH,,NO
16903,05-06-2026,IX1039,485866,ARR,PCA13R,G13R,PCA,ON,2026-06-05 18:47:00,1986,OFF,2026-06-05 19:01:00,1998.5,KWH,,NO
16904,05-06-2026,6E5096,485900,ARR,PCA16,G16,PCA,ON,2026-06-05 18:46:00,2509.2,OFF,2026-06-05 19:37:00,2563.8,KWH,,NO
16905,05-06-2026,6E2139,485905,ARR,PBB12R,G12R,PBB,ON,2026-06-05 18:58:00,0,OFF,2026-06-05 19:43:00,0,NULL,,NO
16906,05-06-2026,6E2730,485917,ARR,PBB10R,G10R,PBB,ON,2026-06-05 19:23:00,0,OFF,2026-06-05 20:10:00,0,NULL,,NO
16907,05-06-2026,6E2730,485916,ARR,FGP10R,G10R,FGP,ON,2026-06-05 19:24:00,4476.2,OFF,2026-06-05 20:10:00,4490.6,KWH,,NO
16908,05-06-2026,6E2730,485912,ARR,PCA10R,G10R,PCA,ON,2026-06-05 20:00:00,509,OFF,2026-06-05 20:08:00,518,KWH,,NO
16909,05-06-2026,6E2015,485914,ARR,PCA13L,G13L,PCA,ON,2026-06-05 19:34:00,705.1,OFF,2026-06-05 20:09:00,741.3,KWH,,NO
16910,05-06-2026,6E2041,485927,ARR,PBB11L,G11L,PBB,ON,2026-06-05 19:39:00,0,OFF,2026-06-05 20:33:00,0,NULL,,NO
16911,06-06-2026,6E737,486036,ARR,FGP14,G14,FGP,ON,2026-06-05 19:46:00,355.8,OFF,2026-06-06 06:08:00,386.5,KWH,,NO
16912,06-06-2026,6E737,485958,ARR,PBB14,G14,PBB,ON,2026-06-05 19:45:00,0,OFF,2026-06-05 22:50:00,0,NULL,,NO
16913,05-06-2026,IX1581,485933,ARR,PBB15,G15,PBB,ON,2026-06-05 20:07:00,0,OFF,2026-06-05 20:52:00,0,NULL,,NO
16914,05-06-2026,IX1581,485928,ARR,FGP15,G15,FGP,ON,2026-06-05 20:08:00,537.1,OFF,2026-06-05 20:39:00,544.8,KWH,,NO
16915,05-06-2026,IX1581,485929,ARR,PCA15,G15,PCA,ON,2026-06-05 20:11:00,799.5,OFF,2026-06-05 20:39:00,838.8,KWH,,NO
16916,05-06-2026,6E2139,485898,ARR,FGP12R,G12R,FGP,ON,2026-06-05 18:59:00,594.7,OFF,2026-06-05 19:33:00,604.2,KWH,,NO
16917,05-06-2026,6E2139,485897,ARR,PCA12R,G12R,PCA,ON,2026-06-05 19:02:00,292.1,OFF,2026-06-05 19:32:00,324.1,KWH,,NO
16918,05-06-2026,6E2041,485926,ARR,FGP11L,G11L,FGP,ON,2026-06-05 19:40:00,5171.6,OFF,2026-06-05 20:24:00,5188.6,KWH,,NO
16919,05-06-2026,6E2041,485924,ARR,PCA11L,G11L,PCA,ON,2026-06-05 19:44:00,1589.6,OFF,2026-06-05 20:23:00,1630.4,KWH,,NO
16920,05-06-2026,QP2024,485939,ARR,PBB17,G17,PBB,ON,2026-06-05 20:17:00,0,OFF,2026-06-05 21:31:00,0,NULL,,NO
16921,05-06-2026,QP2024,485938,ARR,FGP17,G17,FGP,ON,2026-06-05 20:18:00,1120.8,OFF,2026-06-05 21:29:00,1135.3,KWH,,NO
16922,05-06-2026,6E5157,485936,ARR,PBB11R,G11R,PBB,ON,2026-06-05 20:20:00,0,OFF,2026-06-05 21:05:00,0,NULL,,NO
16923,05-06-2026,IX1005,485937,ARR,PBB16,G16,PBB,ON,2026-06-05 20:42:00,0,OFF,2026-06-05 21:27:00,0,NULL,Not used: PCA,YES
16924,05-06-2026,IX1005,485932,ARR,FGP16,G16,FGP,ON,2026-06-05 20:43:00,1298.4,OFF,2026-06-05 20:44:00,1298.4,KWH,Not used: PCA,YES
16925,05-06-2026,6E163,485950,ARR,PBB13R,G13R,PBB,ON,2026-06-05 21:42:00,0,OFF,2026-06-05 22:23:00,0,NULL,,NO
16926,05-06-2026,6E163,485947,ARR,FGP13R,G13R,FGP,ON,2026-06-05 21:44:00,1343.6,OFF,2026-06-05 22:21:00,1356.1,KWH,,NO
16927,05-06-2026,6E5157,485934,ARR,FGP11R,G11R,FGP,ON,2026-06-05 20:21:00,5715.3,OFF,2026-06-05 20:57:00,5725.3,KWH,,NO
16928,05-06-2026,6E5157,485935,ARR,PCA11R,G11R,PCA,ON,2026-06-05 20:23:00,3134.3,OFF,2026-06-05 20:57:00,3177.5,KWH,,NO
16929,05-06-2026,6E163,485949,ARR,PCA13R,G13R,PCA,ON,2026-06-05 21:49:00,2001.6,OFF,2026-06-05 22:22:00,2030.4,KWH,,NO
16930,06-06-2026,6E829,486038,ARR,PBB11R,G11R,PBB,ON,2026-06-05 22:07:00,0,OFF,2026-06-06 06:11:00,0,NULL,,NO
16931,05-06-2026,QP2024,485985,ARR,FGP17,G17,FGP,ON,2026-06-05 22:19:00,1135.3,OFF,2026-06-06 01:34:00,1174.7,KWH,,NO
16932,06-06-2026,6E753,486015,ARR,PBB12R,G12R,PBB,ON,2026-06-05 22:20:00,0,OFF,2026-06-06 04:58:00,0,NULL,,NO
16933,06-06-2026,6E2084,486070,ARR,PBB11L,G11L,PBB,ON,2026-06-05 22:36:00,0,OFF,2026-06-06 08:27:00,0,NULL,,NO
16934,06-06-2026,QP1430,485970,ARR,PBB18,G18,PBB,ON,2026-06-05 22:41:00,0,OFF,2026-06-05 23:23:00,0,NULL,,NO
16935,06-06-2026,6E6093,486042,ARR,FGP15,G15,FGP,ON,2026-06-05 22:45:00,544.8,OFF,2026-06-06 06:31:00,596.5,KWH,,NO
16936,06-06-2026,6E6093,486019,ARR,PBB15,G15,PBB,ON,2026-06-05 22:44:00,0,OFF,2026-06-06 05:14:00,0,NULL,,NO
16937,06-06-2026,6E2148,485983,ARR,FGP10R,G10R,FGP,ON,2026-06-05 22:48:00,4490.6,OFF,2026-06-06 01:12:00,4516.6,KWH,,NO
16938,06-06-2026,6E2148,485984,ARR,PBB10R,G10R,PBB,ON,2026-06-05 22:47:00,0,OFF,2026-06-06 01:28:00,0,NULL,,NO
16939,06-06-2026,6E737,486037,ARR,PBB14,G14,PBB,ON,2026-06-05 22:50:00,0,OFF,2026-06-06 06:09:00,0,NULL,,NO
16940,06-06-2026,6E2133,486048,ARR,PBB16,G16,PBB,ON,2026-06-05 23:08:00,0,OFF,2026-06-06 06:45:00,0,NULL,,NO
16941,06-06-2026,6E2133,486049,ARR,FGP16,G16,FGP,ON,2026-06-05 23:09:00,1298.4,OFF,2026-06-06 06:45:00,1356.4,KWH,,NO
16942,06-06-2026,6E829,486030,ARR,FGP11R,G11R,FGP,ON,2026-06-05 22:08:00,5725.3,OFF,2026-06-06 05:59:00,5768.4,KWH,,NO
16943,06-06-2026,6E753,486014,ARR,FGP12R,G12R,FGP,ON,2026-06-05 22:20:00,604.2,OFF,2026-06-06 04:57:00,660.1,KWH,,NO
16944,06-06-2026,6E2084,486004,ARR,FGP11L,G11L,FGP,ON,2026-06-05 22:40:00,5188.6,OFF,2026-06-06 03:11:00,5216.8,KWH,,NO
16945,06-06-2026,6E6279,486051,ARR,PBB12L,G12L,PBB,ON,2026-06-05 23:25:00,0,OFF,2026-06-06 06:53:00,0,NULL,,NO
16946,06-06-2026,6E6360,486066,ARR,PBB13L,G13L,PBB,ON,2026-06-05 23:24:00,0,OFF,2026-06-06 07:50:00,0,NULL,,NO
16947,06-06-2026,6E6360,486067,ARR,FGP13L,G13L,FGP,ON,2026-06-05 23:26:00,606.6,OFF,2026-06-06 07:52:00,648.3,KWH,,NO
16948,06-06-2026,QP1430,486003,ARR,FGP18,G18,FGP,ON,2026-06-05 23:28:00,452.7,OFF,2026-06-06 03:10:00,463.7,KWH,,NO
16949,05-06-2026,6E2167,486059,ARR,PBB13R,G13R,PBB,ON,2026-06-05 23:52:00,0,OFF,2026-06-06 07:10:00,0,NULL,,NO
16950,05-06-2026,6E2167,486056,ARR,FGP13R,G13R,FGP,ON,2026-06-05 23:54:00,1356.1,OFF,2026-06-06 07:04:00,1415.3,KWH,,NO
16951,06-06-2026,6E6279,486050,ARR,FGP12L,G12L,FGP,ON,2026-06-05 23:26:00,6536.5,OFF,2026-06-06 06:47:00,31.2,KWH,,NO
16952,06-06-2026,6E2148,486045,ARR,FGP10R,G10R,FGP,ON,2026-06-06 01:45:00,4516.6,OFF,2026-06-06 06:39:00,4540.2,KWH,,NO
16953,06-06-2026,6E2148,486054,ARR,PBB10R,G10R,PBB,ON,2026-06-06 01:44:00,0,OFF,2026-06-06 06:54:00,0,NULL,,NO
16954,06-06-2026,QP1430,486009,ARR,FGP18,G18,FGP,ON,2026-06-06 03:13:00,463.7,OFF,2026-06-06 03:26:00,465.4,KWH,,NO
16955,06-06-2026,6E737,486034,ARR,PCA14,G14,PCA,ON,2026-06-06 05:03:00,6340.1,OFF,2026-06-06 06:06:00,6425.3,KWH,,NO
16956,06-06-2026,6E6093,486041,ARR,PCA15,G15,PCA,ON,2026-06-06 05:09:00,839.4,OFF,2026-06-06 06:30:00,919.6,KWH,,NO
16957,06-06-2026,6E6093,486040,ARR,PBB15,G15,PBB,ON,2026-06-06 05:15:00,0,OFF,2026-06-06 06:29:00,0,NULL,,NO
16958,06-06-2026,6E753,486013,ARR,PCA12R,G12R,PCA,ON,2026-06-06 03:53:00,324.4,OFF,2026-06-06 04:54:00,392.6,KWH,,NO
16959,06-06-2026,6E829,486029,ARR,PCA11R,G11R,PCA,ON,2026-06-06 05:07:00,3177.6,OFF,2026-06-06 05:57:00,3237.2,KWH,,NO
16960,05-06-2026,6E2167,486025,ARR,PCA13R,G13R,PCA,ON,2026-06-06 05:29:00,2031.7,OFF,2026-06-06 05:49:00,2035.8,KWH,,NO
16961,06-06-2026,6E2148,486044,ARR,PCA10R,G10R,PCA,ON,2026-06-06 05:43:00,518.4,OFF,2026-06-06 06:37:00,577,KWH,,NO
16962,06-06-2026,6E2133,486047,ARR,PCA16,G16,PCA,ON,2026-06-06 05:43:00,2564,OFF,2026-06-06 06:44:00,2628,KWH,,NO
16963,05-06-2026,6E2167,486039,ARR,PCA13R,G13R,PCA,ON,2026-06-06 05:54:00,2055.8,OFF,2026-06-06 06:27:00,2076.1,KWH,,NO
16964,06-06-2026,QP1430,486055,ARR,PBB18,G18,PBB,ON,2026-06-06 05:57:00,0,OFF,2026-06-06 06:55:00,0,NULL,,NO
16965,06-06-2026,QP1430,486053,ARR,FGP18,G18,FGP,ON,2026-06-06 05:57:00,465.4,OFF,2026-06-06 06:54:00,478,KWH,,NO
16966,06-06-2026,QP1430,486052,ARR,PCA18,G18,PCA,ON,2026-06-06 06:00:00,3694.4,OFF,2026-06-06 06:53:00,3758.1,KWH,,NO
16967,05-06-2026,QP2024,486061,ARR,PBB17,G17,PBB,ON,2026-06-06 06:04:00,0,OFF,2026-06-06 07:15:00,0,NULL,,NO
16968,05-06-2026,QP2024,486060,ARR,FGP17,G17,FGP,ON,2026-06-06 06:05:00,1174.7,OFF,2026-06-06 07:11:00,1189.7,KWH,,NO
16969,05-06-2026,QP2024,486058,ARR,PCA17,G17,PCA,ON,2026-06-06 06:07:00,1501.9,OFF,2026-06-06 07:11:00,1578,KWH,,NO
16970,05-06-2026,6E2167,486057,ARR,PCA13R,G13R,PCA,ON,2026-06-06 06:31:00,2076.1,OFF,2026-06-06 07:04:00,2131.4,KWH,,NO
16971,06-06-2026,6E6360,486065,ARR,PCA13L,G13L,PCA,ON,2026-06-06 07:25:00,744.5,OFF,2026-06-06 07:47:00,768.1,KWH,,NO
16972,06-06-2026,6E2084,486069,ARR,FGP11L,G11L,FGP,ON,2026-06-06 07:20:00,5216.8,OFF,2026-06-06 08:24:00,5233.1,KWH,,NO
16973,06-06-2026,6E2084,486068,ARR,PCA11L,G11L,PCA,ON,2026-06-06 07:29:00,1630.7,OFF,2026-06-06 08:22:00,1685.2,KWH,,NO
16974,06-06-2026,QP1831,486083,ARR,PBB18,G18,PBB,ON,2026-06-06 08:42:00,0,OFF,2026-06-06 09:41:00,0,NULL,,NO
16975,06-06-2026,QP1831,486081,ARR,FGP18,G18,FGP,ON,2026-06-06 08:42:00,478,OFF,2026-06-06 09:32:00,488.5,KWH,,NO
16976,06-06-2026,QP1831,486082,ARR,PCA18,G18,PCA,ON,2026-06-06 08:44:00,3758.7,OFF,2026-06-06 09:32:00,3818,KWH,,NO
16977,06-06-2026,6E6470,486085,ARR,PBB12L,G12L,PBB,ON,2026-06-06 08:52:00,0,OFF,2026-06-06 09:47:00,0,NULL,,NO
16978,06-06-2026,6E5108,486099,ARR,PBB13R,G13R,PBB,ON,2026-06-06 09:22:00,0,OFF,2026-06-06 10:19:00,0,NULL,,NO
16979,06-06-2026,6E5108,486096,ARR,FGP13R,G13R,FGP,ON,2026-06-06 09:23:00,1415.3,OFF,2026-06-06 10:13:00,1431.7,KWH,,NO
16980,06-06-2026,6E5108,486087,ARR,PCA13R,G13R,PCA,ON,2026-06-06 09:25:00,2132.1,OFF,2026-06-06 09:55:00,2145.6,KWH,,NO
16981,06-06-2026,6E6470,486086,ARR,FGP12L,G12L,FGP,ON,2026-06-06 08:53:00,31.2,OFF,2026-06-06 09:47:00,47.2,KWH,,NO
16982,06-06-2026,6E6470,486084,ARR,PCA12L,G12L,PCA,ON,2026-06-06 08:56:00,3986.3,OFF,2026-06-06 09:45:00,4036.5,KWH,,NO
16983,06-06-2026,6E5108,486094,ARR,PCA13R,G13R,PCA,ON,2026-06-06 09:59:00,2145.6,OFF,2026-06-06 10:10:00,2183.2,KWH,,NO
16984,06-06-2026,6E2046,486106,ARR,PBB11R,G11R,PBB,ON,2026-06-06 10:02:00,0,OFF,2026-06-06 10:45:00,0,NULL,,NO
16985,06-06-2026,6E2122,486109,ARR,PBB12R,G12R,PBB,ON,2026-06-06 10:09:00,0,OFF,2026-06-06 10:56:00,0,NULL,,NO
16986,06-06-2026,6E295,486127,ARR,PBB13L,G13L,PBB,ON,2026-06-06 10:12:00,0,OFF,2026-06-06 11:26:00,0,NULL,,NO
16987,06-06-2026,6E295,486123,ARR,FGP13L,G13L,FGP,ON,2026-06-06 10:15:00,648.3,OFF,2026-06-06 11:13:00,664.5,KWH,,NO
16988,06-06-2026,6E5018,486118,ARR,PBB17,G17,PBB,ON,2026-06-06 10:19:00,0,OFF,2026-06-06 11:03:00,0,NULL,,NO
16989,06-06-2026,6E5018,486112,ARR,FGP17,G17,FGP,ON,2026-06-06 10:19:00,1189.7,OFF,2026-06-06 10:59:00,1201.5,KWH,,NO
16990,06-06-2026,6E5018,486113,ARR,PCA17,G17,PCA,ON,2026-06-06 10:23:00,1578.5,OFF,2026-06-06 10:59:00,1624.5,KWH,,NO
16991,06-06-2026,6E295,486124,ARR,PCA13L,G13L,PCA,ON,2026-06-06 10:31:00,794,OFF,2026-06-06 11:17:00,843.9,KWH,,NO
16992,06-06-2026,6E2086,486132,ARR,PBB11L,G11L,PBB,ON,2026-06-06 10:57:00,0,OFF,2026-06-06 11:43:00,0,NULL,,NO
16993,06-06-2026,6E2052,486143,ARR,FGP10R,G10R,FGP,ON,2026-06-06 11:24:00,4540.2,OFF,2026-06-06 12:06:00,4552.1,KWH,,NO
16994,06-06-2026,6E2052,486156,ARR,PBB10R,G10R,PBB,ON,2026-06-06 11:23:00,0,OFF,2026-06-06 12:21:00,0,NULL,,NO
16995,06-06-2026,6E2046,486105,ARR,FGP11R,G11R,FGP,ON,2026-06-06 10:03:00,5768.6,OFF,2026-06-06 10:38:00,5781.2,KWH,,NO
16996,06-06-2026,6E2046,486104,ARR,PCA11R,G11R,PCA,ON,2026-06-06 10:04:00,3237.6,OFF,2026-06-06 10:36:00,3278.2,KWH,,NO
16997,06-06-2026,6E2122,486108,ARR,FGP12R,G12R,FGP,ON,2026-06-06 10:09:00,660.1,OFF,2026-06-06 10:52:00,671.1,KWH,,NO
16998,06-06-2026,6E2122,486107,ARR,PCA12R,G12R,PCA,ON,2026-06-06 10:14:00,392.7,OFF,2026-06-06 10:51:00,436.7,KWH,,NO
16999,06-06-2026,6E2086,486130,ARR,FGP11L,G11L,FGP,ON,2026-06-06 10:58:00,5233.1,OFF,2026-06-06 11:36:00,5243.9,KWH,,NO
17000,06-06-2026,6E2086,486129,ARR,PCA11L,G11L,PCA,ON,2026-06-06 11:02:00,1685.4,OFF,2026-06-06 11:35:00,1725.7,KWH,,NO
17001,06-06-2026,6E2052,486142,ARR,PCA10R,G10R,PCA,ON,2026-06-06 11:27:00,577,OFF,2026-06-06 12:06:00,623.3,KWH,,NO
17002,06-06-2026,6E533,486172,ARR,PBB11R,G11R,PBB,ON,2026-06-06 12:02:00,0,OFF,2026-06-06 12:41:00,0,NULL,,NO
17003,06-06-2026,QP2018,486199,ARR,FGP17,G17,FGP,ON,2026-06-06 12:09:00,1201.5,OFF,2026-06-06 13:37:00,1221.4,KWH,,NO
17004,06-06-2026,QP2018,486197,ARR,PCA17,G17,PCA,ON,2026-06-06 12:10:00,1624.5,OFF,2026-06-06 13:37:00,1743.5,KWH,,NO
17005,06-06-2026,QP2018,486209,ARR,PBB17,G17,PBB,ON,2026-06-06 12:09:00,0,OFF,2026-06-06 13:43:00,0,NULL,,NO
17006,06-06-2026,6E2719,486165,ARR,PBB13R,G13R,PBB,ON,2026-06-06 12:33:00,0,OFF,2026-06-06 12:37:00,0,NULL,,NO
17007,06-06-2026,6E2719,486194,ARR,FGP13R,G13R,FGP,ON,2026-06-06 12:34:00,1431.7,OFF,2026-06-06 13:35:00,1452.5,KWH,,NO
17008,06-06-2026,6E2719,486201,ARR,PBB13R,G13R,PBB,ON,2026-06-06 12:37:00,0,OFF,2026-06-06 13:40:00,0,NULL,,NO
17009,06-06-2026,6E832,486189,ARR,PBB12R,G12R,PBB,ON,2026-06-06 12:56:00,0,OFF,2026-06-06 13:17:00,0,NULL,,NO
17010,06-06-2026,6E2719,486185,ARR,PCA13R,G13R,PCA,ON,2026-06-06 12:40:00,2187.8,OFF,2026-06-06 13:07:00,2214.7,KWH,,NO
17011,06-06-2026,6E502,486212,ARR,PBB18,G18,PBB,ON,2026-06-06 12:53:00,0,OFF,2026-06-06 13:49:00,0,NULL,,NO
17012,06-06-2026,6E502,486205,ARR,FGP18,G18,FGP,ON,2026-06-06 12:53:00,488.5,OFF,2026-06-06 13:41:00,505.7,KWH,,NO
17013,06-06-2026,6E502,486206,ARR,PCA18,G18,PCA,ON,2026-06-06 12:54:00,3818,OFF,2026-06-06 13:41:00,3871.9,KWH,,NO
17014,06-06-2026,6E533,486167,ARR,FGP11R,G11R,FGP,ON,2026-06-06 12:02:00,5781.2,OFF,2026-06-06 12:37:00,5791.6,KWH,,NO
17015,06-06-2026,6E533,486168,ARR,PCA11R,G11R,PCA,ON,2026-06-06 12:04:00,3278.9,OFF,2026-06-06 12:36:00,3319.1,KWH,,NO
17016,06-06-2026,6E832,486187,ARR,FGP12R,G12R,FGP,ON,2026-06-06 12:38:00,671.1,OFF,2026-06-06 13:16:00,681.2,KWH,,NO
17017,06-06-2026,6E832,486188,ARR,PCA12R,G12R,PCA,ON,2026-06-06 12:41:00,437.3,OFF,2026-06-06 13:16:00,481.5,KWH,,NO
17018,06-06-2026,6E226,486210,ARR,PBB11L,G11L,PBB,ON,2026-06-06 12:55:00,0,OFF,2026-06-06 13:42:00,0,NULL,,NO
17019,06-06-2026,6E226,486207,ARR,FGP11L,G11L,FGP,ON,2026-06-06 12:56:00,5243.9,OFF,2026-06-06 13:39:00,5257,KWH,,NO
17020,06-06-2026,6E6192,486220,ARR,PBB12L,G12L,PBB,ON,2026-06-06 12:58:00,0,OFF,2026-06-06 14:08:00,0,NULL,,NO
17021,06-06-2026,6E2719,486198,ARR,PCA13R,G13R,PCA,ON,2026-06-06 13:09:00,2214.7,OFF,2026-06-06 13:37:00,2245.9,KWH,,NO
17022,,,486191,,PBB13L,G13L,PBB,ON,2026-06-06 13:29:00,0,OFF,2026-06-06 13:29:00,0,NULL,,NO
17023,06-06-2026,6E792,486226,ARR,PBB13L,G13L,PBB,ON,2026-06-06 13:39:00,0,OFF,2026-06-06 14:46:00,0,NULL,,NO
17024,06-06-2026,6E792,486225,ARR,FGP13L,G13L,FGP,ON,2026-06-06 13:40:00,664.5,OFF,2026-06-06 14:35:00,680.1,KWH,,NO
17025,06-06-2026,6E792,486224,ARR,PCA13L,G13L,PCA,ON,2026-06-06 13:48:00,845.5,OFF,2026-06-06 14:34:00,907.6,KWH,,NO
17026,06-06-2026,6E2020,486232,ARR,PBB16,G16,PBB,ON,2026-06-06 13:59:00,0,OFF,2026-06-06 15:13:00,0,NULL,,NO
17027,06-06-2026,6E2020,486231,ARR,FGP16,G16,FGP,ON,2026-06-06 13:59:00,1356.4,OFF,2026-06-06 15:12:00,1375.5,KWH,,NO
17028,06-06-2026,6E2020,486230,ARR,PCA16,G16,PCA,ON,2026-06-06 14:01:00,2628.4,OFF,2026-06-06 15:11:00,2705.1,KWH,,NO
17029,06-06-2026,6E226,486204,ARR,PCA11L,G11L,PCA,ON,2026-06-06 12:58:00,1726.1,OFF,2026-06-06 13:38:00,1776.2,KWH,,NO
17030,06-06-2026,6E6192,486218,ARR,FGP12L,G12L,FGP,ON,2026-06-06 12:59:00,47.2,OFF,2026-06-06 14:01:00,66.6,KWH,,NO
17031,06-06-2026,6E6192,486219,ARR,PCA12L,G12L,PCA,ON,2026-06-06 13:02:00,4036.5,OFF,2026-06-06 14:00:00,4098.5,KWH,,NO
17032,06-06-2026,6E865,486229,ARR,PBB14,G14,PBB,ON,2026-06-06 14:24:00,0,OFF,2026-06-06 15:00:00,0,NULL,,NO
17033,06-06-2026,6E865,486228,ARR,FGP14,G14,FGP,ON,2026-06-06 14:25:00,386.5,OFF,2026-06-06 14:59:00,395.8,KWH,,NO
17034,06-06-2026,6E865,486227,ARR,PCA14,G14,PCA,ON,2026-06-06 14:27:00,6426,OFF,2026-06-06 14:59:00,6470.3,KWH,,NO
17035,06-06-2026,6E522,486247,ARR,PBB15,G15,PBB,ON,2026-06-06 15:25:00,0,OFF,2026-06-06 16:05:00,0,NULL,Not used: FGP,YES
17036,06-06-2026,6E522,486249,ARR,PCA15,G15,PCA,ON,2026-06-06 15:26:00,920.1,OFF,2026-06-06 16:09:00,976.6,KWH,Not used: FGP,YES
17037,06-06-2026,6E2138,486253,ARR,PBB13R,G13R,PBB,ON,2026-06-06 15:31:00,0,OFF,2026-06-06 16:16:00,0,NULL,,NO
17038,06-06-2026,6E2138,486248,ARR,FGP13R,G13R,FGP,ON,2026-06-06 15:32:00,1452.5,OFF,2026-06-06 16:09:00,1464.5,KWH,,NO
17039,06-06-2026,6E2138,486245,ARR,PCA13R,G13R,PCA,ON,2026-06-06 15:33:00,2247.4,OFF,2026-06-06 15:40:00,2249.8,KWH,,NO
17040,06-06-2026,6E2138,486250,ARR,PCA13R,G13R,PCA,ON,2026-06-06 15:45:00,2258.9,OFF,2026-06-06 16:14:00,2283.4,KWH,,NO
17041,06-06-2026,6E582,486264,ARR,FGP12L,G12L,FGP,ON,2026-06-06 16:13:00,66.6,OFF,2026-06-06 16:36:00,73.8,KWH,,NO
17042,06-06-2026,6E582,486272,ARR,PBB12L,G12L,PBB,ON,2026-06-06 16:13:00,0,OFF,2026-06-06 16:53:00,0,NULL,,NO
17043,06-06-2026,6E582,486265,ARR,PCA12L,G12L,PCA,ON,2026-06-06 16:14:00,4099,OFF,2026-06-06 16:36:00,4121.7,KWH,,NO
17044,06-06-2026,QP2022,486270,ARR,FGP14,G14,FGP,ON,2026-06-06 16:17:00,395.8,OFF,2026-06-06 16:42:00,400.1,KWH,,NO
17045,06-06-2026,QP2022,486271,ARR,PBB14,G14,PBB,ON,2026-06-06 16:17:00,0,OFF,2026-06-06 16:53:00,0,NULL,,NO
17046,06-06-2026,QP2022,486269,ARR,PCA14,G14,PCA,ON,2026-06-06 16:19:00,6470.8,OFF,2026-06-06 16:41:00,6504.9,KWH,,NO
17047,06-06-2026,6E5338,486276,ARR,FGP17,G17,FGP,ON,2026-06-06 16:32:00,1221.4,OFF,2026-06-06 17:11:00,1232.8,KWH,,NO
17048,06-06-2026,6E5338,486277,ARR,PBB17,G17,PBB,ON,2026-06-06 16:32:00,0,OFF,2026-06-06 17:11:00,0,NULL,,NO
17049,06-06-2026,6E5338,486278,ARR,PCA17,G17,PCA,ON,2026-06-06 16:34:00,1743.5,OFF,2026-06-06 17:11:00,1787.6,KWH,,NO
17050,06-06-2026,6E6030,486284,ARR,PBB13L,G13L,PBB,ON,2026-06-06 16:34:00,0,OFF,2026-06-06 17:13:00,0,NULL,,NO
17051,06-06-2026,6E6030,486283,ARR,FGP13L,G13L,FGP,ON,2026-06-06 16:35:00,680.1,OFF,2026-06-06 17:12:00,689.9,KWH,,NO
17052,06-06-2026,6E6030,486279,ARR,PCA13L,G13L,PCA,ON,2026-06-06 16:37:00,907.6,OFF,2026-06-06 17:11:00,953.6,KWH,,NO
17053,06-06-2026,6E5302,486287,ARR,FGP15,G15,FGP,ON,2026-06-06 16:38:00,596.6,OFF,2026-06-06 17:19:00,608.9,KWH,,NO
17054,06-06-2026,6E5302,486290,ARR,PBB15,G15,PBB,ON,2026-06-06 16:37:00,0,OFF,2026-06-06 17:24:00,0,NULL,,NO
17055,06-06-2026,6E5302,486286,ARR,PCA15,G15,PCA,ON,2026-06-06 16:40:00,976.6,OFF,2026-06-06 17:17:00,1026.8,KWH,,NO
17056,06-06-2026,6E5247,486297,ARR,PBB16,G16,PBB,ON,2026-06-06 17:10:00,0,OFF,2026-06-06 18:14:00,0,NULL,,NO
17057,06-06-2026,6E5247,486296,ARR,FGP16,G16,FGP,ON,2026-06-06 17:11:00,1375.5,OFF,2026-06-06 18:10:00,1393.5,KWH,,NO
17058,06-06-2026,6E5247,486295,ARR,PCA16,G16,PCA,ON,2026-06-06 17:14:00,2705.3,OFF,2026-06-06 18:10:00,2767.5,KWH,,NO
17059,,,486289,,FGP102,102,FGP,ON,2026-06-06 17:23:00,150.7,OFF,2026-06-06 17:23:00,150.7,KWH,,NO
17060,06-06-2026,6E2048,486309,ARR,PBB13R,G13R,PBB,ON,2026-06-06 17:50:00,0,OFF,2026-06-06 18:37:00,0,NULL,,NO
17061,06-06-2026,6E2048,486308,ARR,FGP13R,G13R,FGP,ON,2026-06-06 17:51:00,1464.5,OFF,2026-06-06 18:34:00,1476.6,KWH,,NO
17062,06-06-2026,6E2048,486307,ARR,PCA13R,G13R,PCA,ON,2026-06-06 17:54:00,2283.4,OFF,2026-06-06 18:32:00,2321.3,KWH,,NO
17063,06-06-2026,6E2031,486326,ARR,PBB12L,G12L,PBB,ON,2026-06-06 18:19:00,0,OFF,2026-06-06 19:11:00,0,NULL,,NO
